Sl.No.,Slide_No,State,District,Slide_Name,NH_SH_Location,Latitude,Longitude,Material Involved,Movement Type,History
32312,UK/CHA/53O05/2017/61,Uttarakhand,Chamoli,,Forest,29.941886,79.332523,Rock cum debris,Slide,2012
32320,UK/CHA/53O05/2017/62,Uttarakhand,Chamoli,,Forest,29.943367,79.329094,Rock cum debris,Slide,2012
32321,UK/CHA/53O05/2017/63,Uttarakhand,Chamoli,,Forest,29.943427,79.328566,Rock cum debris,Slide,2012
32332,UK/CHA/53O05/2017/64,Uttarakhand,Chamoli,,kunigad,29.945739,79.314079,Rock cum debris,Slide,2014
32336,UK/CHA/53O05/2017/9,Uttarakhand,Chamoli,,Ramganga Nadi,29.946969,79.414909,Debris,Slide,
32360,UK/CHA/53O05/2017/76,Uttarakhand,Chamoli,,Kalyan talla,29.953439,79.29897,Rock cum debris,Slide,2017
32433,UK/CHA/53O01/2017/129,Uttarakhand,Chamoli,,NH121,29.968277,79.248718,Rock,Slide,2014
32473,UK/CHA/53O05/2017/68,Uttarakhand,Chamoli,,Downslope of Gaguna,29.977037,79.412888,Rock cum debris,Slide,2012
32475,UK/CHA/53O05/2017/17,Uttarakhand,Chamoli,,Banjani,29.977449,79.265359,Rock,Slide,2014
32505,UK/CHA/53O05/2017/10,Uttarakhand,Chamoli,,NailKusarkhet road,29.982199,79.445041,Debris,Slide,2006
32531,UK/CHA/53O05/2017/72,Uttarakhand,Chamoli,,Khaliyan,29.986058,79.405289,Rock,Slide,2012
32611,UK/CHA/53O05/2017/11,Uttarakhand,Chamoli,,NailKusarkhet road,29.994459,79.461084,Rock,Slide,2014
32616,UK/CHA/53O05/2017/12,Uttarakhand,Chamoli,,NailKusarkhet road,29.9961,79.453562,Debris,Slide,2014
32726,UK/CHA/53N08/2018/68,Uttarakhand,Chamoli,Nauli,Pharsain-Simana,30.014433,79.308226,Rock,Slide,2017
32742,UK/CHA/53N08/2013/0038,Uttarakhand,Chamoli,UK_CHA_NH_ 038,Agarchatti on Gairsain –Almora road NH-87E,30.016,79.309722,Debris,Slide,16th-17th June 2013
32769,UK/CHA/53N12/2018/28,Uttarakhand,Chamoli,Kheta,Kheta-Tharali,30.020882,79.707188,Rock,Slide,2018
32771,UK/CHA/53N12/2018/37,Uttarakhand,Chamoli,Bajai,Bajai-Tharali,30.0215,79.664722,Rock,Slide,2018
32772,UK/CHA/53N12/2018/35,Uttarakhand,Chamoli,Bajai,Bajai-Tharali,30.021831,79.677064,Debris,Slide,2018
32773,UK/CHA/53N12/2018/29,Uttarakhand,Chamoli,Kheta,Kheta-Tharali,30.022361,79.706111,Rock,Slide,2017
32774,UK/CHA/53N12/2018/32,Uttarakhand,Chamoli,Naldura,Naldura-Tharali,30.02253,79.697376,Rock,Slide,2016
32776,UK/CHA/53N12/2018/31,Uttarakhand,Chamoli,Naldura,Naldura-Tharali,30.022722,79.697906,Rock,Slide,2017
32777,UK/CHA/53N12/2018/34,Uttarakhand,Chamoli,Bajai,Bajai-Tharali,30.022759,79.68238,Rock,Slide,2018
32781,UK/CHA/53N12/2018/30,Uttarakhand,Chamoli,Naldura,Naldura-Tharali,30.023392,79.700172,Rock,Slide,2017
32782,UK/CHA/53N12/2018/36,Uttarakhand,Chamoli,Bajai,Bajai-Tharali,30.023544,79.670359,Rock,Slide,2018
32783,UK/CHA/53N12/2018/33,Uttarakhand,Chamoli,Malkhet,Malkhet-Tharali,30.024354,79.692459,Rock,Fall,2018
32785,UK/CHA/53N12/2018/9,Uttarakhand,Chamoli,Kothi,Kothi-Bageshwar,30.024639,79.564146,Debris,Slide,2016
32788,UK/CHA/53N12/2018/4,Uttarakhand,Chamoli,Chidanga,Chidanga-Bageshwar,30.025714,79.556669,Rock,Slide,2017
32791,UK/CHA/53N12/2018/5,Uttarakhand,Chamoli,Trikot,Trikot-Bageshwar,30.026494,79.55683,Debris,Slide,2018
32797,UK/CHA/53N12/2018/17,Uttarakhand,Chamoli,Gwaldam,Gwaldam-Baijnath,30.027649,79.524498,Debris,Slide,2017
32798,UK/CHA/53N12/2018/19,Uttarakhand,Chamoli,Badhangarh,Badhangarh-Baijnath,30.027674,79.518612,Soil,Slide,2018
32800,UK/CHA/53N12/2018/18,Uttarakhand,Chamoli,Badhangarh,Badhangarh-Baijnath,30.028163,79.52309,Soil,Slide,2015
32801,UK/CHA/53N12/2018/6,Uttarakhand,Chamoli,Trikot,Trikot-Bageshwar,30.02823,79.556636,Debris,Slide,2018
32802,UK/CHA/53N08/2018/43,Uttarakhand,Chamoli,Phuldungi,Pajyuna-Bhangu,30.028465,79.26164,Rock,Slide,2018
32806,UK/CHA/53N12/2018/7,Uttarakhand,Chamoli,Trikot,Trikot-Bageshwar,30.029199,79.556635,Debris,Slide,2018
32810,UK/CHA/53N08/2018/42,Uttarakhand,Chamoli,Phuldungi,Pajyuna-Bhangu,30.030104,79.264309,Debris,Slide,2018
32811,UK/CHA/53N12/2018/27,Uttarakhand,Chamoli,Kheta,Kheta-Tharali,30.030254,79.742049,Debris,Slide,2018
32813,UK/CHA/53N12/2018/10,Uttarakhand,Chamoli,Kothi,Kothi-Bageshwar,30.03125,79.567306,Soil,Slide,2016
32816,UK/CHA/53N12/2018/39,Uttarakhand,Chamoli,Bajai,Bajai-Tharali,30.031639,79.653889,Debris,Slide,2018
32817,UK/CHA/53N12/2018/11,Uttarakhand,Chamoli,Kothi,Kothi-Bageshwar,30.031662,79.567873,Soil,Slide,2017
32820,UK/CHA/53N12/2018/38,Uttarakhand,Chamoli,Bajai,Bajai-Tharali,30.032121,79.654223,Debris,Slide,2018
32824,UK/CHA/53N12/2018/40,Uttarakhand,Chamoli,Boragarh,Boragarh-Tharali,30.032952,79.65191,Debris,Slide,2018
32825,UK/CHA/53N12/2018/12,Uttarakhand,Chamoli,Kothi,Kothi-Bageshwar,30.033171,79.56956,Debris,Slide,2015
32827,UK/CHA/53N12/2018/13,Uttarakhand,Chamoli,Kothi,Kothi-Baijnath,30.033917,79.569917,Debris,Slide,2014
32834,UK/CHA/53N12/2018/41,Uttarakhand,Chamoli,Boragarh,Boragarh-Tharali,30.036059,79.64155,Rock,Slide,2018
32840,UK/CHA/53N12/2018/14,Uttarakhand,Chamoli,Nandkesri,Nandkesri-Bageshwar,30.037583,79.564306,Rock,Fall,2016
32851,UK/CHA/53N12/2018/8,Uttarakhand,Chamoli,Vijaypur,Vijaypur-Bageshwar,30.039731,79.545233,Debris,Slide,2018
32861,UK/CHA/53N12/2018/15,Uttarakhand,Chamoli,Chepdon,Chepdon-Bageshwar,30.040847,79.550468,Debris,Slide,2018
32862,UK/CHA/53N12/2018/45,Uttarakhand,Chamoli,Padmalla,Padmalla-Tharali,30.041083,79.609917,Debris,Slide,2018
32866,UK/CHA/53N12/2018/16,Uttarakhand,Chamoli,Chepdon,Chepdon-Bageshwar,30.041499,79.548333,Debris,Slide,2014
32869,UK/CHA/53N12/2018/43,Uttarakhand,Chamoli,Boragarh,Boragarh-Tharali,30.042785,79.618195,Rock,Slide,2018
32870,UK/CHA/53N12/2018/42,Uttarakhand,Chamoli,Boragarh,Boragarh-Tharali,30.042833,79.617806,Rock,Slide,2018
32875,UK/CHA/53N12/2018/179,Uttarakhand,Chamoli,Tharali,Tharali-Bageshwar,30.044957,79.572254,Rock,Slide,2018
32877,UK/CHA/53N12/2018/47,Uttarakhand,Chamoli,Talor,Talor-Tharali,30.045431,79.604978,Debris,Slide,2016
32879,UK/CHA/53N12/2018/46,Uttarakhand,Chamoli,Talor,Talor-Tharali,30.045488,79.6114,Debris,Slide,2017
32880,UK/CHA/53N12/2018/44,Uttarakhand,Chamoli,Padmalla,Padmalla-Tharali,30.045583,79.614434,Rock,Slide,2018
32883,UK/CHA/53N12/2018/20,Uttarakhand,Chamoli,Hartoli,Hartoli-Baijnath,30.046306,79.49987,Debris,Slide,2018
32884,UK/CHA/53N12/2018/178,Uttarakhand,Chamoli,Tharali,Tharali-Baijnath,30.046987,79.573925,Debris,Slide,2016
32913,UK/CHA/53N12/2018/177,Uttarakhand,Chamoli,Tharali,Tharali-Bageshwar,30.054695,79.576505,Rock,Slide,2015
32915,UK/CHA/53N12/2018/48,Uttarakhand,Chamoli,Dewal,Dewal-Tharali,30.05549,79.588933,Rock,Slide,2018
32917,UK/CHA/53N12/2018/49,Uttarakhand,Chamoli,Dewal,Dewal-Tharali,30.056194,79.595,Rock,Fall,2018
32925,UK/CHA/53N12/2018/186,Uttarakhand,Chamoli,Tharali,Tharali-Baijnath,30.05775,79.524562,Rock,Slide,2018
32927,UK/CHA/53N12/2018/187,Uttarakhand,Chamoli,Tharali,Tharali-Bageshwar,30.057995,79.523811,Rock,Slide,2014
32928,UK/CHA/53N12/2018/185,Uttarakhand,Chamoli,Tharali,Tharali-Baijnath,30.058004,79.524276,Rock,Slide,2018
32929,UK/CHA/53N12/2018/184,Uttarakhand,Chamoli,Tharali,Tharali-Baijnath,30.058194,79.524083,Rock,Slide,2018
32930,UK/CHA/53N12/2018/188,Uttarakhand,Chamoli,Tharali,Tharali-Bageshwar,30.058333,79.523083,Rock,Slide,2016
32931,UK/CHA/53N12/2018/189,Uttarakhand,Chamoli,Tharali,Tharali-Bageshwar,30.058696,79.522481,Rock,Slide,2018
32932,UK/CHA/53N12/2018/183,Uttarakhand,Chamoli,Tharali,Tharali-Baijnath,30.05875,79.523611,Rock,Slide,2018
32934,UK/CHA/53N12/2018/182,Uttarakhand,Chamoli,Tharali,Tharali-Baijnath,30.059867,79.521037,Rock,Slide,2017
32937,UK/CHA/53N08/2018/84,Uttarakhand,Chamoli,Gandauni,Phuldungi-Jagri-Gairsain,30.060085,79.26468,Rock,Slide,2014
32941,UK/CHA/53N08/2018/83,Uttarakhand,Chamoli,Gandauni,Phuldungi-Jagri-Gairsain,30.060492,79.265047,Rock,Slide,2014
32942,UK/CHA/53N12/2018/176,Uttarakhand,Chamoli,Tharali,Tharali-Bageshwar,30.061038,79.522619,Rock,Slide,2018
32943,UK/CHA/53N08/2018/82,Uttarakhand,Chamoli,Gandauni,Phuldungi-Jagri-Gairsain,30.061041,79.26574,Rock,Slide,2014
32946,UK/CHA/53N12/2018/180,Uttarakhand,Chamoli,Tharali,Tharali-Bageshwar,30.061306,79.522167,Debris,Slide,2018
32947,UK/CHA/53N12/2018/181,Uttarakhand,Chamoli,Tharali,Tharali-Baijnath,30.061404,79.521704,Rock,Slide,2018
32949,UK/CHA/53N12/2018/148,Uttarakhand,Chamoli,Junidhar,Junidhar-Tharali,30.061556,79.536278,Debris,Slide,2018
32951,UK/CHA/53N12/2018/175,Uttarakhand,Chamoli,Tharali,Tharali-Bageshwar,30.061861,79.524361,Rock,Slide,2018
32952,UK/CHA/53N12/2018/147,Uttarakhand,Chamoli,Junidhar,Junidhar-Tharali,30.061972,79.535083,Debris,Slide,2018
32954,UK/CHA/53N12/2018/149,Uttarakhand,Chamoli,Junidhar,Junidhar-Tharali,30.062472,79.539667,Rock,Slide,2018
32958,UK/CHA/53N12/2018/171,Uttarakhand,Chamoli,Tharali,Tharali-Baijnath,30.064194,79.529833,Rock,Slide,2018
32960,UK/CHA/53N12/2018/169,Uttarakhand,Chamoli,Tharali,Tharali-Baijnath,30.064325,79.534533,Debris,Slide,2018
32961,UK/CHA/53N12/2018/173,Uttarakhand,Chamoli,Tharali,Tharali-Bageshwar,30.064556,79.526778,Rock,Slide,2015
32962,UK/CHA/53N12/2018/168,Uttarakhand,Chamoli,Tharali,Tharali-Baijnath,30.064639,79.534667,Debris,Slide,2018
32963,UK/CHA/53N12/2018/170,Uttarakhand,Chamoli,Tharali,Tharali-Baijnath,30.064741,79.532731,Rock,Slide,2016
32964,UK/CHA/53N12/2018/172,Uttarakhand,Chamoli,Tharali,Tharali-Bageshwar,30.064944,79.527528,Rock,Slide,2018
32967,UK/CHA/53N12/2018/174,Uttarakhand,Chamoli,Tharali,Tharali-Bageshwar,30.065111,79.526333,Rock,Slide,2014
32968,UK/CHA/53N12/2018/166,Uttarakhand,Chamoli,Kurad,Kurad-Tharali,30.065361,79.518222,Rock,Slide,2018
32970,UK/CHA/53N12/2018/164,Uttarakhand,Chamoli,Kurad,Kurad-Tharali,30.066667,79.521111,Rock,Slide,2015
32972,UK/CHA/53N12/2018/87,Uttarakhand,Chamoli,Kandai,Kandai-Tharali,30.067029,79.591035,Debris,Slide,2018
32974,UK/CHA/53N12/2018/165,Uttarakhand,Chamoli,Kurad,Kurad-Tharali,30.067528,79.521306,Rock,Slide,2018
32975,UK/CHA/53N12/2018/150,Uttarakhand,Chamoli,Junidhar,Junidhar-Tharali,30.068496,79.545166,Debris,Slide,2018
32977,UK/CHA/53N12/2018/86,Uttarakhand,Chamoli,Kandai,Kandai-Tharali,30.069209,79.587253,Debris,Slide,2018
32979,UK/CHA/53N12/2018/151,Uttarakhand,Chamoli,Junidhar,Junidhar-Tharali,30.069578,79.545252,Rock,Slide,2018
32983,UK/CHA/53N12/2018/167,Uttarakhand,Chamoli,Tharali,Kurad-Tharali,30.070978,79.508972,Rock,Slide,2014
32984,UK/CHA/53N12/2018/152,Uttarakhand,Chamoli,Bothinda,Bothinda-Tharali,30.071139,79.54575,Debris,Slide,2018
32985,UK/CHA/53N12/2018/81,Uttarakhand,Chamoli,Sawad,Sawad-Tharali,30.071222,79.6035,Rock,Slide,2018
32987,UK/CHA/53N12/2018/80,Uttarakhand,Chamoli,Sawad,Sawad-Tharali,30.071417,79.603417,Rock,Slide,2018
32988,UK/CHA/53N12/2018/82,Uttarakhand,Chamoli,Sawad,Sawad-Tharali,30.0715,79.604306,Rock,Slide,2018
32989,UK/CHA/53N12/2018/79,Uttarakhand,Chamoli,Sawad,Sawad-Tharali,30.071639,79.603861,Rock,Slide,2018
32992,UK/CHA/53N12/2018/153,Uttarakhand,Chamoli,Bothinda,Bothinda-Tharali,30.071912,79.546712,Rock,Slide,2018
32994,UK/CHA/53N12/2018/154,Uttarakhand,Chamoli,Bothinda,Bothinda-Tharali,30.072811,79.545783,Rock,Slide,2013
32995,UK/CHA/53N12/2018/146,Uttarakhand,Chamoli,Sawad,Sawad-Tharali,30.073033,79.597278,Debris,Slide,2016
33000,UK/CHA/53N12/2018/83,Uttarakhand,Chamoli,Kandai,Kandai-Tharali,30.074917,79.585389,Rock,Slide,2015
33001,UK/CHA/53N12/2018/155,Uttarakhand,Chamoli,Bothinda,Bothinda-Tharali,30.075117,79.542602,Rock,Slide,2014
33002,UK/CHA/53N08/2013/0048,Uttarakhand,Chamoli,UK_CHA_SH_ 048,"East of Chaunda village, on Simli- Gwaldham",30.07525,79.492389,Debris,Slide,16th-17th June 2013
33003,UK/CHA/53N12/2018/85,Uttarakhand,Chamoli,Kandai,Kandai-Tharali,30.075333,79.583028,Debris,Slide,2018
33004,UK/CHA/53N12/2018/161,Uttarakhand,Chamoli,Kurad,Kurad-Tharali,30.076434,79.523014,Debris,Slide,2018
33005,UK/CHA/53N12/2018/163,Uttarakhand,Chamoli,Kurad,Kurad-Tharali,30.077001,79.521881,Rock,Slide,2018
33006,UK/CHA/53N12/2018/84,Uttarakhand,Chamoli,Kandai,Kandai-Tharali,30.077111,79.584,Rock,Slide,2018
33008,UK/CHA/53N12/2018/162,Uttarakhand,Chamoli,Kurad,Kurad-Tharali,30.078205,79.530003,Rock,Slide,2018
33010,UK/CHA/53N12/2018/156,Uttarakhand,Chamoli,Bothinda,Bothinda-Tharali,30.07868,79.54612,Rock,Slide,2018
33011,UK/CHA/53N12/2018/21,Uttarakhand,Chamoli,Tharali,Tharali-Bageshwar,30.0787,79.505302,Rock,Topple,2014
33014,UK/CHA/53N08/2018/26,Uttarakhand,Chamoli,Dobri,Naugao-Nauli-Binaouli,30.080302,79.377246,Debris,Slide,2014
33018,UK/CHA/53N12/2018/145,Uttarakhand,Chamoli,Sawad,Sawad-Tharali,30.081101,79.599136,Rock,Slide,2018
33020,UK/CHA/53N12/2018/142,Uttarakhand,Chamoli,Sawad,Sawad-Tharali,30.081173,79.612894,Debris,Slide,2018
33022,UK/CHA/53N12/2018/139,Uttarakhand,Chamoli,Sawad,Sawad-Tharali,30.082583,79.606306,Debris,Slide,2018
33023,UK/CHA/53N12/2018/140,Uttarakhand,Chamoli,Sawad,Sawad-Tharali,30.082869,79.607408,Debris,Slide,2018
33024,UK/CHA/53N12/2018/141,Uttarakhand,Chamoli,Sawad,Sawad-Tharali,30.083264,79.612714,Debris,Slide,2018
33027,UK/CHA/53N12/2018/160,Uttarakhand,Chamoli,Kurad,Kurad-Tharali,30.084222,79.522528,Rock,Slide,2014
33028,UK/CHA/53N08/2013/0047,Uttarakhand,Chamoli,UK_CHA_SH_ 047,Near Sunila village along Karnprayag-Gwaldam road.,30.084444,79.484722,Debris,Slide,16th-17th June 2013
33029,UK/CHA/53N08/2018/72,Uttarakhand,Chamoli,Malsi,Rakholi-Burdang-Narayanbagad,30.084635,79.492223,Rock,Slide,2014
33031,UK/CHA/53N12/2018/143,Uttarakhand,Chamoli,Sawad,Sawad-Tharali,30.085028,79.60325,Debris,Slide,2015
33034,UK/CHA/53N08/2013/0046,Uttarakhand,Chamoli,UK_CHA_SH_ 046,Near Kakra village along SH,30.085667,79.470194,Rock cum Debris,Slide,16th-17th June 2013
33035,UK/CHA/53N08/2018/71,Uttarakhand,Chamoli,Daira,Sunaila-Burdang,30.085722,79.470417,Rock,Slide,2017
33038,UK/CHA/53N12/2018/138,Uttarakhand,Chamoli,Sawad,Sawad-Tharali,30.086306,79.613056,Debris,Slide,2018
33041,UK/CHA/53N08/2018/70,Uttarakhand,Chamoli,Kakra,Sunaila-Burdang,30.086611,79.472583,Rock,Slide,2017
33046,UK/CHA/53N12/2018/137,Uttarakhand,Chamoli,Sawad,Sawad-Tharali,30.087444,79.613389,Debris,Slide,2014
33051,UK/CHA/53N12/2018/136,Uttarakhand,Chamoli,Sawad,Sawad-Tharali,30.089003,79.614742,Rock,Slide,2015
33054,UK/CHA/53N12/2018/135,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.089639,79.614833,Debris,Slide,2018
33056,UK/CHA/53N12/2018/144,Uttarakhand,Chamoli,Sawad,Sawad-Tharali,30.08975,79.600306,Debris,Slide,2018
33060,UK/CHA/53N12/2018/159,Uttarakhand,Chamoli,Kurad,Kurad-Tharali,30.090722,79.526222,Rock,Slide,2018
33063,UK/CHA/53N12/2018/134,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.091425,79.617106,Debris,Slide,2018
33065,UK/CHA/53N08/2013/0045,Uttarakhand,Chamoli,UK_CHA_SH_ 045,"Opposite Rajkiya Inter college, Kulsari",30.092028,79.451444,Debris,Subsidence,16th-17th June 2013
33066,UK/CHA/53N12/2018/125,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.092139,79.653583,Debris,Slide,2018
33072,UK/CHA/53N12/2018/127,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.092944,79.643083,Rock,Slide,2018
33073,UK/CHA/53N12/2018/126,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.093,79.65025,Rock,Slide,2018
33074,UK/CHA/53N12/2018/128,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.093111,79.6405,Rock,Slide,2018
33076,UK/CHA/53N12/2018/130,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.093214,79.629971,Rock,Slide,2018
33081,UK/CHA/53N12/2018/157,Uttarakhand,Chamoli,Partha,Partha-Tharali,30.093528,79.529333,Rock,Slide,2018
33083,UK/CHA/53N12/2018/129,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.093629,79.634834,Rock,Slide,2018
33084,UK/CHA/53N12/2018/122,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.093719,79.660665,Rock,Slide,2018
33085,UK/CHA/53N12/2018/133,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.093752,79.620671,Rock,Slide,2016
33086,UK/CHA/53N12/2018/132,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.09395,79.621664,Rock,Slide,2018
33088,UK/CHA/53N12/2018/131,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.094139,79.624056,Rock,Slide,2018
33090,UK/CHA/53N12/2018/78,Uttarakhand,Chamoli,Kandai,Lwani-Tharali,30.094183,79.597634,Debris,Slide,2018
33091,UK/CHA/53N12/2018/121,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.094269,79.666443,Rock,Slide,2015
33094,UK/CHA/53N08/2018/4,Uttarakhand,Chamoli,Daira,Pancheshwar to Kaligaon,30.094466,79.449456,Debris,Slide,2014
33095,UK/CHA/53N08/2018/27,Uttarakhand,Chamoli,Bangaon,Naugao-Nauli-Binaouli,30.0945,79.38662,Debris,Slide,2014
33097,UK/CHA/53N12/2018/124,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.094888,79.658516,Rock,Slide,2018
33098,UK/CHA/53N08/2018/3,Uttarakhand,Chamoli,Daira,Pancheshwar to Kaligaon,30.094921,79.451012,Debris,Slide,2014
33099,UK/CHA/53N12/2018/123,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.094972,79.658889,Rock,Slide,2018
33101,UK/CHA/53N08/2018/2,Uttarakhand,Chamoli,Daira,Pancheshwar to Kaligaon,30.095482,79.449858,Debris,Slide,2014
33102,UK/CHA/53N12/2018/158,Uttarakhand,Chamoli,Partha,Partha-Tharali,30.09575,79.526583,Rock,Slide,2018
33106,UK/CHA/53N12/2018/76,Uttarakhand,Chamoli,Suiyan,Suiyan-Tharali,30.097044,79.631319,Rock,Slide,2018
33110,UK/CHA/53N08/2018/73,Uttarakhand,Chamoli,Paingarh,Rakholi-Burdang-Narayanbagad,30.098021,79.444218,Rock,Slide,2013
33112,UK/CHA/53N12/2018/75,Uttarakhand,Chamoli,Suiyan,Suiyan-Tharali,30.098031,79.617947,Rock,Slide,2018
33113,UK/CHA/53N12/2018/120,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.098125,79.667123,Rock,Slide,2018
33117,UK/CHA/53N12/2018/74,Uttarakhand,Chamoli,Malle,Malle-Tharali,30.098389,79.615917,Rock,Slide,2012
33119,UK/CHA/53N12/2018/119,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.098659,79.666098,Rock,Slide,2018
33120,UK/CHA/53N12/2018/118,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.098694,79.665417,Rock,Fall,2018
33123,UK/CHA/53N08/2013/0044,Uttarakhand,Chamoli,UK_CHA_SH_ 044,Harmani slide on left bank of Pinder river,30.099111,79.432306,Debris,Slide,16th-17th June 2013
33125,UK/CHA/53N08/2018/5,Uttarakhand,Chamoli,Bareth,Devidhura - Okhla,30.099317,79.435956,Debris,Slide,2014
33126,UK/CHA/53N12/2018/116,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.099475,79.687764,Rock,Slide,2018
33127,UK/CHA/53N12/2018/115,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.099635,79.688771,Rock,Slide,2018
33128,UK/CHA/53N08/2018/7,Uttarakhand,Chamoli,Bareth,Raunsal - Kuloli,30.099665,79.430961,Debris,Slide,2013
33130,UK/CHA/53N12/2018/73,Uttarakhand,Chamoli,Mundoli,Mundoli-Tharali,30.100209,79.610048,Rock,Slide,2018
33133,UK/CHA/53N12/2018/72,Uttarakhand,Chamoli,Mundoli,Mundoli-Tharali,30.100496,79.607543,Debris,Slide,2018
33134,UK/CHA/53N12/2018/117,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.100807,79.675323,Rock,Slide,2018
33136,UK/CHA/53N08/2018/6,Uttarakhand,Chamoli,Salyana,Raunsal - Kuloli,30.101363,79.431506,Debris,Slide,2013
33137,UK/CHA/53N08/2018/28,Uttarakhand,Chamoli,Bangaon,Naugao-Nauli-Binaouli,30.101563,79.387896,Debris,Slide,2018
33144,UK/CHA/53N12/2018/24,Uttarakhand,Chamoli,Kera,Kera-Baijnath,30.102227,79.502189,Rock,Slide,2015
33146,UK/CHA/53N12/2018/22,Uttarakhand,Chamoli,Tharali,Tharali-Baijnath,30.102998,79.504461,Rock,Slide,2015
33150,UK/CHA/53N12/2018/77,Uttarakhand,Chamoli,Lwani,Lwani-Tharali,30.104249,79.602512,Debris,Slide,2018
33155,UK/CHA/53N12/2018/23,Uttarakhand,Chamoli,Tharali,Tharali-Bageshwar,30.105911,79.505631,Debris,Slide,2014
33161,UK/CHA/53N08/2018/74,Uttarakhand,Chamoli,Salyana,Rakholi-Burdang-Narayanbagad,30.106958,79.434624,Rock,Slide,2016
33163,UK/CHA/53N12/2018/114,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.107224,79.680396,Debris,Slide,2018
33167,UK/CHA/53N12/2018/71,Uttarakhand,Chamoli,Mundoli,Mundoli-Tharali,30.107694,79.605778,Rock,Slide,2018
33169,UK/CHA/53N12/2018/70,Uttarakhand,Chamoli,Mundoli,Mundoli-Tharali,30.107942,79.605975,Rock,Slide,2018
33172,UK/CHA/53N08/2018/75,Uttarakhand,Chamoli,Salyana,Rakholi-Burdang-Narayanbagad,30.108974,79.432157,Rock,Slide,2016
33174,UK/CHA/53N12/2018/113,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.109258,79.68101,Debris,Slide,2018
33181,UK/CHA/53N12/2018/67,Uttarakhand,Chamoli,Mundoli,Mundoli-Tharali,30.111806,79.613806,Rock,Slide,2018
33184,UK/CHA/53N12/2018/69,Uttarakhand,Chamoli,Mundoli,Mundoli-Tharali,30.113056,79.605194,Rock,Slide,2018
33185,UK/CHA/53N08/2013/0049,Uttarakhand,Chamoli,UK_CHA_SH_ 049,Talla Harmani,30.113583,79.42825,Debris,Slide,2013
33186,UK/CHA/53N12/2018/68,Uttarakhand,Chamoli,Mundoli,Mundoli-Tharali,30.113614,79.607463,Debris,Slide,2018
33187,UK/CHA/53N08/2018/76,Uttarakhand,Chamoli,Salyana,Rakholi-Burdang-Narayanbagad,30.113775,79.427598,Rock,Slide,2016
33188,UK/CHA/53N12/2018/112,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.113841,79.681781,Rock,Fall,2018
33189,UK/CHA/53N08/2018/77,Uttarakhand,Chamoli,Salyana,Rakholi-Burdang-Narayanbagad,30.11386,79.430294,Rock,Slide,2016
33190,UK/CHA/53N12/2018/66,Uttarakhand,Chamoli,Mundoli,Mundoli-Tharali,30.114104,79.611446,Debris,Slide,2018
33197,UK/CHA/53N12/2018/111,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.116589,79.682818,Rock,Slide,2018
33198,UK/CHA/53N08/2018/78,Uttarakhand,Chamoli,Khankarkhet,Rakholi-Burdang-Narayanbagad,30.117166,79.426897,Rock,Slide,2016
33204,UK/CHA/53N08/2018/1,Uttarakhand,Chamoli,Khankar,Jamreri - Ghat - Baruri,30.118833,79.275028,Rock,Slide,2016
33212,UK/CHA/53N12/2018/108,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.120698,79.700945,Rock,Slide,2016
33214,UK/CHA/53N12/2018/107,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.121188,79.701182,Rock,Slide,2018
33218,UK/CHA/53N12/2018/110,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.121518,79.698191,Rock,Slide,2018
33219,UK/CHA/53N12/2018/65,Uttarakhand,Chamoli,Mundoli,Mundoli-Tharali,30.121528,79.611722,Debris,Slide,2016
33220,UK/CHA/53N12/2018/109,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.121671,79.699269,Rock,Slide,2018
33221,UK/CHA/53N12/2018/103,Uttarakhand,Chamoli,Ghes,Ghes-Tharali,30.121757,79.717596,Rock,Slide,2018
